Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
End2_66e58425	pat	{cps=30}That was almost really bad, and both you and Puck managed to turn it around.{/cps}	game/script.rpy	1006	pat "[what]"
End2_a9e6f932	pat	{cps=30}I’m so lucky, to know clever people.{/cps}	game/script.rpy	1007	pat "[what]"
End2_7992c367		{cps=30}And so it was, you three all got food later and discussed the mornings events.{/cps}	game/script.rpy	1008	"[what]"
End2_147732b7		{cps=30}Puck never asked for anything in return from Path for what he did, and resolved to never mention it again.{/cps}	game/script.rpy	1009	"[what]"
End2_f55a7241		{cps=30}Puck also gave Path a lengthy discussion about smarter practices, confidence, respect, and the benefits of online dating.{/cps}	game/script.rpy	1010	"[what]"
End2_7dbfd223		{cps=30}Path never got with Poem, she would move out of Venice for a job in Paris.{/cps}	game/script.rpy	1011	"[what]"
End2_69a3d15f		{cps=30}It would be a major shift for Pray, who lost his station and would die two years later of a heart attack.{/cps}	game/script.rpy	1012	"[what]"
End2_1ab764e3		{cps=20}Thus ends our tale, a tale of love, awkward boat rides, and clever thinking.{/cps}	game/script.rpy	1013	"[what]"
End3_abc5817a		{cps=30}You, Poem and Path are slowly moving down the canal. Poem’s eyes are affixed on you, and Path’s eyes are affixed onto her.{/cps}	game/script.rpy	1019	"[what]"
End3_561139b3	po	{cps=30}So, how are you liking it?{/cps}	game/script.rpy	1020	po "[what]"
End3_18649369		{cps=30}You ask her what she means.{/cps}	game/script.rpy	1021	"[what]"
End3_2d0e993b	po	{cps=30}This game.{/cps}	game/script.rpy	1023	po "[what]"
End3_8a8f083d	po	{cps=30}This is a game, isn’t it?{/cps}	game/script.rpy	1024	po "[what]"
End3_7ef5df6d		{cps=30}she she sh-{/cps}	game/script.rpy	1025	"[what]"
End3_bf7c2ebc		{cps=30}She looks terrified{/cps}	game/script.rpy	1026	"[what]"
End3_99b727cd		{cps=30}She smiles and sighs at you in a loving way.{/cps}	game/script.rpy	1028	"[what]"
End3_cb68b97c		{cps=30}Path does the same, looking at her.{/cps}	game/script.rpy	1029	"[what]"
End3_ed2b7e6f		{cps=30}You all pull into the dock and she hops out, grabbing your arm.{/cps}	game/script.rpy	1030	"[what]"
End3_fbb0dff7		{cps=30}She quickly tips Path and leaves while dragging you behind her.{/cps}	game/script.rpy	1031	"[what]"
End3_68bc4e58		{cps=30}You can see Path has a bouquet of roses that he is holding in his left hand, and when the money enters his outstretched right hand, he looks at it curiously.{/cps}	game/script.rpy	1032	"[what]"
End3_cf80820e	pat	{cps=30}Huh?{/cps}	game/script.rpy	1033	pat "[what]"
End3_7d9cf741	pat	{cps=30}W-Wait!{/cps}	game/script.rpy	1034	pat "[what]"
End3_7b83e488		{cps=30}Poem rounds the corner and Path goes out of sight.{/cps}	game/script.rpy	1035	"[what]"
End3_8800a4ff		{cps=30}Poem moves with an unnatural exuberance.{/cps}	game/script.rpy	1038	"[what]"
End3_614f2d4b		{cps=30}Almost like this is all an excuse to distract herself from something.{/cps}	game/script.rpy	1039	"[what]"
End3_3bd0f9b6	po	{cps=30}Oh! There’s a puppet show over there!{/cps}	game/script.rpy	1040	po "[what]"
End3_c8ad3199		{cps=30}She points over at the small stage in the Plaza, and sure enough there is a show going on.{/cps}	game/script.rpy	1041	"[what]"
End3_1809cf52		{cps=30}You and her walk up, and you try to find a good moment to tell her you did not write the letter.{/cps}	game/script.rpy	1042	"[what]"
End3_200a0524		{cps=30}But the crowd is so loud, and she seems so full of joy.{/cps}	game/script.rpy	1043	"[what]"
End3_ae9b6fa4		{cps=30}She sits down, watching the show with rapt attention.{/cps}	game/script.rpy	1045	"[what]"
End3_f3e49e4a		{cps=30}Puck’s show is currently playing a scene where two lovers keep passing each other without meeting.{/cps}	game/script.rpy	1046	"[what]"
End3_bd4de8c6		{cps=30}As you two sit down to watch, you hear something in the distance.{/cps}	game/script.rpy	1047	"[what]"
End3_6508d2fe	pat	{cps=30}Wait!{/cps}	game/script.rpy	1048	pat "[what]"
End3_a58a22f4		{cps=30}It seems like Path is just full on sprinting through the plaza towards you and Poem.{/cps}	game/script.rpy	1049	"[what]"
End3_75e87fcc	pat	{cps=30}You f-forgot your parasol!{/cps}	game/script.rpy	1051	pat "[what]"
End3_8eef778f	pat	{cps=30}And, ya know.{/cps}	game/script.rpy	1052	pat "[what]"
End3_8071e3a4	pat	{cps=30}Me.{/cps}	game/script.rpy	1053	pat "[what]"
End3_710bb754	pat	{cps=30}How is the show?{/cps}	game/script.rpy	1054	pat "[what]"
End3_f5968056		{cps=30}Poem looks over at him in confusion.{/cps}	game/script.rpy	1055	"[what]"
End3_9c26aecd	po	{cps=30}Thank you.{/cps}	game/script.rpy	1056	po "[what]"
End3_b8948a45	po	{cps=20}Uhh…{/cps}	game/script.rpy	1057	po "[what]"
End3_d67345db	po	{cps=30}What’s your name again?{/cps}	game/script.rpy	1058	po "[what]"
End3_34620147		{cps=30}Those words shoot through Path’s heart, but he quickly composes himself.{/cps}	game/script.rpy	1059	"[what]"
End3_e05ea2fa	pat	{cps=30}Oh, I guess we haven’t talked much.{/cps}	game/script.rpy	1060	pat "[what]"
End3_9b5791d6	pat	{cps=30}Did they not say my name? {/cps}	game/script.rpy	1061	pat "[what]"
End3_54ce9641	pat	{cps=30}I’m Path.{/cps}	game/script.rpy	1062	pat "[what]"
End3_b1bcfdf5	po	{cps=30}Okay.{/cps}	game/script.rpy	1063	po "[what]"
End3_6f2867f9	pat	{cps=30}I… I wrote that letter in your hands.{/cps}	game/script.rpy	1064	pat "[what]"
End3_6e1e3566	po	{cps=30}That’s nice.{/cps}	game/script.rpy	1065	po "[what]"
End3_10f8ca96	po	{cps=30}Have a good day si-{/cps}	game/script.rpy	1066	po "[what]"
End3_89f08bed		{cps=30}Poem blinks twice while processing what he just said.{/cps}	game/script.rpy	1067	"[what]"
End3_038bc826	po	{cps=30}You… wrote it?{/cps}	game/script.rpy	1068	po "[what]"
End3_06632f63	pat	{cps=30}When I look at you, I see the sun. {/cps}	game/script.rpy	1069	pat "[what]"
End3_1ef27092	pat	{cps=30}You blind me. {/cps}	game/script.rpy	1070	pat "[what]"
End3_39818d5b	pat	{cps=30}I wish only that, for a moment, I am permitted to know you in this life. {/cps}	game/script.rpy	1071	pat "[what]"
End3_47134179	pat	{cps=30}You are the tune I hum, the spring in my step. {/cps}	game/script.rpy	1072	pat "[what]"
End3_af8e0752	pat	{cps=30}I want only the sadness in your eyes to dissolve, and if that were the only thing I did with my life, I would be satisfied.{/cps}	game/script.rpy	1073	pat "[what]"
End3_9ab9f28a		{cps=30}She looks at you, astounded and embarrassed.{/cps}	game/script.rpy	1074	"[what]"
End3_d71b04a6		{cps=30}You shrug in response, and say “I tried to talk to you, but you are freakishly strong”.{/cps}	game/script.rpy	1075	"[what]"
End3_600b3324		{cps=30}She looks at Path.{/cps}	game/script.rpy	1076	"[what]"
End3_f67ecbdf	po	{cps=30}I’m… I'm sorry.{/cps}	game/script.rpy	1077	po "[what]"
End3_543b385a	po	{cps=30}I got too caught up in all of this, I had felt so sad and when they reached out to me…{/cps}	game/script.rpy	1078	po "[what]"
End3_87505678	po	{cps=30}I guess I kind of latched on a bit too hard.{/cps}	game/script.rpy	1079	po "[what]"
End3_5bda6258		{cps=30}You massage your sore arm.{/cps}	game/script.rpy	1080	"[what]"
End3_8cc70942	pat	{cps=30}I get it.{/cps}	game/script.rpy	1081	pat "[what]"
End3_b6fc40b2	pat	{cps=30}I don’t wanna force you into doing anything, but do you wanna get coffee and talk later?{/cps}	game/script.rpy	1082	pat "[what]"
End3_29c13e14		{cps=30}Poem thinks for a moment.{/cps}	game/script.rpy	1083	"[what]"
End3_f0a1b932		{cps=30}You suddenly become aware that everyone in the audience is staring at you three, and the puppet show has stopped.{/cps}	game/script.rpy	1084	"[what]"
End3_917a11b5		{cps=30}You can even see Puck peeking down from where he controls his marionettes, looking at you with bated breath.{/cps}	game/script.rpy	1085	"[what]"
End3_901d0ec3		{cps=30}Pale is nearby in his caravan and he is fully not paying attention, doing a sudoku puzzle on a newpaper.{/cps}	game/script.rpy	1086	"[what]"
End3_bb8199b9		{cps=30}Poem finally responds.{/cps}	game/script.rpy	1087	"[what]"
End3_da0d1959	po	{cps=30}Sure.{/cps}	game/script.rpy	1088	po "[what]"
End3_0126e724		{cps=30}The crowd erupts in claps, whistles and celebration.{/cps}	game/script.rpy	1089	"[what]"
End3_1569601b		{cps=30}Path smiles with a big goofy grin on his face.{/cps}	game/script.rpy	1090	"[what]"
End3_f645b650	po	{cps=30}But first, lets finish watching this show.{/cps}	game/script.rpy	1091	po "[what]"
End3_74e2cddc		{cps=30}And so it was, Poem and Path sat next to each other, actually interacting for the first time.{/cps}	game/script.rpy	1092	"[what]"
End3_a41bda01		{cps=30}They did later go to that coffee shop to talk, and they found that they had a lot in common.{/cps}	game/script.rpy	1093	"[what]"
End3_b0a70030		{cps=30}They both liked similar movies, music, and restaraunts around Venice.{/cps}	game/script.rpy	1094	"[what]"
End3_78399320		{cps=30}But alas, not everything was perfect. {/cps}	game/script.rpy	1095	"[what]"
End3_1c382130		{cps=30}When the subject turned to Venice itself, Poem made it clear she deeply wished to leave.{/cps}	game/script.rpy	1096	"[what]"
End3_0cae1722		{cps=30}At this, Path was unsure how to respond.{/cps}	game/script.rpy	1097	"[what]"
End3_b27a658d		{cps=30}He was in love with Poem, but he was also in love with this city and his profession.{/cps}	game/script.rpy	1098	"[what]"
End3_4e3757a8		{cps=30}It was the only thing he had left of his family.{/cps}	game/script.rpy	1099	"[what]"
End3_4d3df69d		{cps=30}Sat between that impossible choice, between the love of a woman he had idolized…{/cps}	game/script.rpy	1100	"[what]"
End3_2a4ece5d		{cps=30}Or the city he had always known and the world he had lived in, Path had to choose.{/cps}	game/script.rpy	1101	"[what]"
End3_9021c648		{cps=30}And he did choose, with a lack of hesitation that would seem out of character to most who new him little.{/cps}	game/script.rpy	1102	"[what]"
End3_d3815021		{cps=30}In later years, when recounting this story, he said that the moment the quandry was posed to him... he knew.{/cps}	game/script.rpy	1103	"[what]"
End3_e24f0581		{cps=30}He knew what was right, and would choose it again.{/cps}	game/script.rpy	1104	"[what]"
End3_2f6bc29f		{cps=30}Two months later, Poem would take an airplane out of the city.{/cps}	game/script.rpy	1106	"[what]"
End3_b2f5ad84		{cps=30}None knew where she was going, not even her father.{/cps}	game/script.rpy	1108	"[what]"
End3_3a5c2cef		{cps=30}She simply just disappeared from the face of the world, alive only in the memories of the few people that knew her.{/cps}	game/script.rpy	1109	"[what]"
End3_fb942503		{cps=30}Path got very close to knowing her, but it is a goal he could never reach.{/cps}	game/script.rpy	1110	"[what]"
End3_3279132b		{cps=20}That idea haunts him, and would continue to do so for many a year beyond.{/cps}	game/script.rpy	1111	"[what]"
End3_158e8266		{cps=30}{/cps}	game/script.rpy	1112	"[what]"
EndS_dbf96675		{cps=30}{b}You are not supposed to be here.{/b}{/cps}	game/script.rpy	1117	"[what]"
EndS_05ace90e		{cps=30}{b}Please, restart the game.{/b}{/cps}	game/script.rpy	1118	"[what]"
EndS_dbf96675_1		{cps=30}{b}You are not supposed to be here.{/b}{/cps}	game/script.rpy	1119	"[what]"
EndS_05ace90e_1		{cps=30}{b}Please, restart the game.{/b}{/cps}	game/script.rpy	1120	"[what]"
EndS_dbf96675_2		{cps=30}{b}You are not supposed to be here.{/b}{/cps}	game/script.rpy	1121	"[what]"
EndS_05ace90e_2		{cps=30}{b}Please, restart the game.{/b}{/cps}	game/script.rpy	1122	"[what]"
